Conv.ID	SCD	Gender	Age	Ethnicity	Education	Occupation	Languages	First.Lang	Partner.ID	Relationship	Transcripts
3226	3226-1	M	5X	MALAY	N-LEVEL	SALES 	ENGLISH	ENGLISH	3226-2	FRIENDS	Same Room
3226	3226-2	M	4X	MALAY	BACHELOR	UNEMPLOYED	ENGLISH	ENGLISH	3226-1	FRIENDS	Same Room
3228	3228-1	M	4X	INDIAN	A-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3228-2	FRIENDS 	Same Room
3228	3228-2	M	4X	INDIAN	A-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3228-1	FRIENDS 	Same Room
3229	3229-1	M	4X	MALAY	N-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3229-2	FRIENDS 	Same Room
3229	3229-2	M	4X	MALAY	N-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3229-1	FRIENDS 	Same Room
3230	3230-1	M	4X	INDIAN	N-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3230-2	FRIENDS 	Same Room
3230	3230-2	M	4X	INDIAN	N-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3230-1	FRIENDS 	Same Room
3231	3231-1	F	4X	MALAY	N-LEVEL	F&B	ENGLISH	ENGLISH	3231-2	FRIENDS 	Same Room
3231	3231-2	M	4X	MALAY	N-LEVEL	FREELANCE 	ENGLISH	ENGLISH	3231-1	FRIENDS 	Same Room
3232	3232-1	M	4X	MALAY	N-LEVEL	DRIVER	ENGLISH	ENGLISH	3232-2	FRIENDS 	Same Room
3232	3232-2	M	4X	INDIAN	DIPLOMA	UNEMPLOYED	ENGLISH	ENGLISH	3232-1	FRIENDS 	Same Room
3233	3233-1	M	4X	MALAY	N-LEVEL	ADMINISTRATION	ENGLISH	ENGLISH	3233-2	PARTNER	Same Room
3233	3233-2	F	4X	MALAY	PLSE	UNEMPLOYED	ENGLISH	ENGLISH	3233-1	PARTNER	Same Room
3234	3234-1	M	4X	MALAY	DIPLOMA	TECHNICIAN	ENGLISH	ENGLISH	3234-2	PARTNER	Same Room
3234	3234-2	F	4X	MALAY	N-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3234-1	PARTNER	Same Room
3235	3235-1	M	5X	MALAY	N-LEVEL	DRIVER	ENGLISH	ENGLISH	3235-2	FRIENDS 	Same Room
3235	3235-2	M	5X	INDIAN	O-LEVEL	DRIVER	ENGLISH	ENGLISH	3235-1	FRIENDS 	Same Room
3236	3236-1	F	4X	MALAY	O-LEVEL	DRIVER	ENGLISH	ENGLISH	3236-2	PARTNER	Same Room
3236	3236-2	M	5X	MALAY	N-LEVEL	DRIVER	ENGLISH	ENGLISH	3236-1	PARTNER	Same Room
3238	3238-1	M	5X	MALAY	O-LEVEL	N/A	ENGLISH	ENGLISH	3238-2	FRIENDS 	Same Room
3238	3238-2	M	5X	MALAY	O-LEVEL	N/A	ENGLISH	ENGLISH	3238-1	FRIENDS 	Same Room
3239	3239-1	F	5X	MALAY	O-LEVEL	SALES 	ENGLISH	ENGLISH	3239-2	FRIENDS 	Same Room
3239	3239-2	M	4X	INDIAN	DIPLOMA	UNEMPLOYED	ENGLISH	ENGLISH	3239-1	FRIENDS 	Same Room
3240	3240-1	F	4X	INDIAN	PLSE	OPERATIONS	ENGLISH	ENGLISH	3240-2	FRIENDS 	Same Room
3240	3240-2	F	4X	MALAY	O-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3240-1	FRIENDS 	Same Room
3241	3241-1	M	4X	INDIAN	DIPLOMA	SALES 	ENGLISH	ENGLISH	3241-2	FRIENDS 	Same Room
3241	3241-2	M	4X	MALAY	N-LEVEL	SALES 	ENGLISH	ENGLISH	3241-1	FRIENDS 	Same Room
3242	3242-1	M	5X	INDIAN	N-LEVEL	LAW & ORDER	ENGLISH	ENGLISH	3242-2	FRIENDS 	Same Room
3242	3242-2	M	5X	INDIAN	O-LEVEL	DRIVER	ENGLISH	ENGLISH	3242-1	FRIENDS 	Same Room
3243	3243-1	M	4X	INDIAN	O-LEVEL	LAW & ORDER	ENGLISH	ENGLISH	3243-2	FRIENDS 	Same Room
3243	3243-2	M	4X	INDIAN	O-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3243-1	FRIENDS 	Same Room
3244	3244-1	M	5X	INDIAN	N-LEVEL	EDUCATOR	ENGLISH	ENGLISH	3244-2	FRIENDS 	Same Room
3244	3244-2	M	4X	INDIAN	DIPLOMA	SELF-EMPLOYED	ENGLISH	ENGLISH	3244-1	FRIENDS 	Same Room
3245	3245-1	F	4X	INDIAN	O-LEVEL	HOMEMAKER	ENGLISH	ENGLISH	3245-2	PARTNER	Same Room
3245	3245-2	M	4X	INDIAN	N-LEVEL	LOGISTICS	ENGLISH	ENGLISH	3245-1	PARTNER	Same Room
3246	3246-1	M	5X	INDIAN	O-LEVEL	MANAGEMENT	ENGLISH	ENGLISH	3246-2	FRIENDS	Same Room
3246	3246-2	M	4X	INDIAN	A-LEVEL	MILITARY	ENGLISH	ENGLISH	3246-1	FRIENDS	Same Room
3247	3247-1	M	4X	MALAY	O-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3247-2	FRIENDS	Same Room
3247	3247-2	M	4X	MALAY	N-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3247-1	FRIENDS	Same Room
3248	3248-1	M	5X	INDIAN	DIPLOMA	SELF-EMPLOYED	ENGLISH	ENGLISH	3248-2	FRIENDS	Same Room
3248	3248-2	M	5X	INDIAN	DIPLOMA	DELIVERY	ENGLISH	ENGLISH	3248-1	FRIENDS	Same Room
3249	3249-1	M	4X	INDIAN	DIPLOMA	SELF-EMPLOYED	ENGLISH	ENGLISH	3249-2	FRIENDS	Same Room
3249	3249-2	M	4X	INDIAN	DIPLOMA	SELF-EMPLOYED	ENGLISH	ENGLISH	3249-1	FRIENDS	Same Room
3250	3250-1	M	4X	INDIAN	N-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3250-2	PARTNER	Same Room
3250	3250-2	F	4X	INDIAN	BACHELOR	HOMEMAKER	ENGLISH	ENGLISH	3250-1	PARTNER	Same Room
3251	3251-1	M	4X	MALAY	N-LEVEL	SALES	ENGLISH	ENGLISH	3251-2	PARTNER	Same Room
3251	3251-2	F	4X	MALAY	O-LEVEL	UNEMPLOYED	ENGLISH	ENGLISH	3251-1	PARTNER	Same Room
3252	3252-1	M	5X	INDIAN	O-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3252-2	FRIENDS	Same Room
3252	3252-2	M	4X	INDIAN	BACHELOR	UNEMPLOYED	ENGLISH	ENGLISH	3252-1	FRIENDS	Same Room
3253	3253-1	M	4X	INDIAN	DIPLOMA	DELIVERY	ENGLISH	ENGLISH	3253-2	FRIENDS	Same Room
3253	3253-2	M	5X	INDIAN	O-LEVEL	LOGISTICS	ENGLISH	ENGLISH	3253-1	FRIENDS	Same Room
3254	3254-1	M	3X	INDIAN	N-LEVEL	MANAGEMENT	ENGLISH	ENGLISH	3254-2	FRIENDS	Same Room
3254	3254-2	F	3X	INDIAN	N-LEVEL	HOMEMAKER	ENGLISH	ENGLISH	3254-1	FRIENDS	Same Room
3255	3255-1	M	3X	INDIAN	N-LEVEL	OPERATIONS	ENGLISH	ENGLISH	3255-2	FRIENDS	Same Room
3255	3255-2	M	3X	INDIAN	N-LEVEL	PART-TIME	ENGLISH	ENGLISH	3255-1	FRIENDS	Same Room
3256	3256-1	F	3X	MALAY	N-LEVEL	F&B	ENGLISH	ENGLISH	3256-2	FRIENDS	Same Room
3256	3256-2	M	3X	MALAY	PLSE	MEDIA	ENGLISH	ENGLISH	3256-1	FRIENDS	Same Room
3257	3257-1	M	3X	INDIAN	DIPLOMA	SELF-EMPLOYED	ENGLISH	ENGLISH	3257-2	FRIENDS	Same Room
3257	3257-2	M	3X	INDIAN	DIPLOMA	SELF-EMPLOYED	ENGLISH	ENGLISH	3257-1	FRIENDS	Same Room
3258	3258-1	M	3X	INDIAN	A-LEVEL	F&B	ENGLISH	ENGLISH	3258-2	FRIENDS	Same Room
3258	3258-2	F	3X	INDIAN	A-LEVEL	F&B	ENGLISH	ENGLISH	3258-1	FRIENDS	Same Room
3259	3259-1	M	2X	CHINESE	A-LEVEL	MANAGEMENT	ENGLISH	ENGLISH	3259-2	FRIENDS	Same Room
3259	3259-2	M	3X	INDIAN	A-LEVEL	ENGINEER	ENGLISH	ENGLISH	3259-1	FRIENDS	Same Room
3260	3260-1	F	3X	INDIAN	A-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3260-2	FRIENDS	Same Room
3260	3260-2	F	3X	INDIAN	A-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3260-1	FRIENDS	Same Room
3261	3261-1	M	3X	INDIAN	A-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3261-2	FRIENDS	Same Room
3261	3261-2	F	3X	INDIAN	A-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3261-1	FRIENDS	Same Room
3262	3262-1	F	3X	INDIAN	A-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3262-2	FRIENDS	Same Room
3262	3262-2	F	4X	INDIAN	A-LEVEL	HOMEMAKER	ENGLISH	ENGLISH	3262-1	FRIENDS	Same Room
3263	3263-1	F	3X	INDIAN	A-LEVEL	FREELANCE	ENGLISH	ENGLISH	3263-2	FRIENDS	Same Room
3263	3263-2	F	3X	INDIAN	A-LEVEL	FREELANCE	ENGLISH	ENGLISH	3263-1	FRIENDS	Same Room
3264	3264-1	F	3X	INDIAN	A-LEVEL	DRIVER	ENGLISH	ENGLISH	3264-2	FRIENDS	Same Room
3264	3264-2	M	3X	INDIAN	A-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3264-1	FRIENDS	Same Room
3265	3265-1	M	3X	INDIAN	A-LEVEL	MICE	ENGLISH	ENGLISH	3265-2	FRIENDS	Same Room
3265	3265-2	M	3X	INDIAN	A-LEVEL	LAW & ORDER	ENGLISH	ENGLISH	3265-1	FRIENDS	Same Room
3266	3266-1	M	3X	INDIAN	N-LEVEL	FREELANCE	ENGLISH	ENGLISH	3266-2	FRIENDS	Same Room
3266	3266-2	M	3X	INDIAN	N-LEVEL	FREELANCE	ENGLISH	ENGLISH	3266-1	FRIENDS	Same Room
3267	3267-1	M	3X	MALAY	DIPLOMA	SELF-EMPLOYED	ENGLISH	ENGLISH	3267-2	FRIENDS	Same Room
3267	3267-2	M	3X	MALAY	A-LEVEL	SELF-EMPLOYED	ENGLISH	ENGLISH	3267-1	FRIENDS	Same Room
3271	3271-1	M	4X	CHINESE	DIPLOMA	N/A	ENGLISH	ENGLISH	3271-2	FRIENDS	Same Room
3271	3271-2	M	4X	CHINESE	DIPLOMA	N/A	ENGLISH	ENGLISH	3271-1	FRIENDS	Same Room
3272	3272-1	F	5X	INDIAN	BACHELOR	N/A	ENGLISH	ENGLISH	3272-2	FRIENDS	Same Room
3272	3272-2	F	4X	INDIAN	BACHELOR	N/A	ENGLISH	ENGLISH	3272-1	FRIENDS	Same Room
3273	3273-1	M	4X	CHINESE	DIPLOMA	N/A	ENGLISH	ENGLISH	3273-2	FRIENDS	Same Room
3273	3273-2	M	4X	CHINESE	BACHELOR	N/A	ENGLISH	ENGLISH	3273-1	FRIENDS	Same Room
3274	3274-1	F	3X	INDIAN	BACHELOR	UNEMPLOYED	ENGLISH	TAMIL	3274-2	FRIENDS	Same Room
3274	3274-2	F	3X	INDIAN	DIPLOMA	UNEMPLOYED	ENGLISH	TAMIL	3274-1	FRIENDS	Same Room
3275	3275-1	M	4X	INDIAN	BACHELOR	MANAGEMENT	ENGLISH	OTHER	3275-2	PARTNER	Same Room
3275	3275-2	F	3X	INDIAN	BACHELOR	HOMEMAKER	ENGLISH	OTHER	3275-1	PARTNER	Same Room
3276	3276-1	M	3X	INDIAN	BACHELOR	N/A	ENGLISH	OTHER	3276-2	FRIENDS	Same Room
3276	3276-2	M	5X	INDIAN	BACHELOR	N/A	ENGLISH	TAMIL	3276-1	FRIENDS	Same Room
3560	00862493	F	3X	CHINESE	BACHELOR	N/A	"CHINESE,ENGLISH"	CHINESE	00862642	FRIENDS	Separate Room
3560	00862642	F	3X	CHINESE	BACHELOR	N/A	"CHINESE,ENGLISH"	CHINESE	00862493	FRIENDS	Separate Room
3561	00862537	M	3X	CHINESE	DIPLOMA	ENGINEER 	"CHINESE,ENGLISH"	CHINESE	00862693	FRIENDS	Separate Room
3561	00862693	M	5X	CHINESE	POSTGRADUATE	N/A	"CHINESE,ENGLISH"	CHINESE	00862537	FRIENDS	Separate Room
3562	00862098	F	4X	CHINESE	PLSE	MEDIA	"CHINESE,ENGLISH"	CHINESE	00862392	STRANGERS	Separate Room
3562	00862392	M	6X	OTHERS	POSTGRADUATE	MANAGEMENT	"ENGLISH,OTHER"	ENGLISH	00862098	STRANGERS	Separate Room
2500	00862025	M	2X	MALAY	A-LEVEL	N/A	"MALAY,ENGLISH"	MALAY	00862177	FRIENDS	Separate Room
2500	00862177	M	2X	MALAY	A-LEVEL	N/A	"MALAY,ENGLISH"	MALAY	00862025	FRIENDS	Separate Room
2501	00862070	M	2X	MALAY	A-LEVEL	TECHNICIAN	"MALAY,ENGLISH"	ENGLISH	00862370	FRIENDS	Separate Room
2501	00862370	F	2X	MALAY	N-LEVEL	CUSTOMER SERVICE	"MALAY,ENGLISH"	MALAY	00862070	FRIENDS	Separate Room
2502	00862135	F	2X	MALAY	DIPLOMA	N/A	"MALAY,ENGLISH"	ENGLISH	00862275	FRIENDS	Separate Room
2502	00862275	M	2X	MALAY	O-LEVEL	UNEMPLOYED	"MALAY,ENGLISH"	ENGLISH	00862135	FRIENDS	Separate Room
2503	00862026	F	1X	CHINESE	O-LEVEL	STUDENT	"CHINESE,ENGLISH"	CHINESE	00862178	FRIENDS	Separate Room
2503	00862178	F	1X	CHINESE	O-LEVEL	STUDENT	"CHINESE,ENGLISH"	CHINESE	00862026	FRIENDS	Separate Room
2504	00862071	M	2X	CHINESE	DIPLOMA	ENGINEER	"CHINESE,ENGLISH"	CHINESE	00862371	FRIENDS	Separate Room
2504	00862371	M	2X	CHINESE	DIPLOMA	STUDENT	"CHINESE,ENGLISH"	CHINESE	00862071	FRIENDS	Separate Room
2505	00862136	F	2X	CHINESE	PLSE	CUSTOMER SERVICE 	"CHINESE,ENGLISH"	CHINESE	00862276	FRIENDS	Separate Room
2505	00862276	F	2X	CHINESE	N-LEVEL	SALES	"CHINESE,ENGLISH"	CHINESE	00862136	FRIENDS	Separate Room
2506	00862027	M	1X	CHINESE	DIPLOMA	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862180	FRIENDS	Separate Room
2506	00862180	M	1X	CHINESE	DIPLOMA	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862027	FRIENDS	Separate Room
2507	00862137	F	2X	CHINESE	DIPLOMA	FREELANCE	"CHINESE,ENGLISH"	ENGLISH	00862277	FRIENDS	Separate Room
2507	00862277	M	3X	CHINESE	DIPLOMA	MEDIA	ENGLISH	ENGLISH	00862137	FRIENDS	Separate Room
2508	00862181	M	4X	CHINESE	POSTGRADUATE	UNEMPLOYED	"CHINESE,ENGLISH"	CHINESE	00862223	FRIENDS	Separate Room
2508	00862223	F	4X	CHINESE	DIPLOMA	HOMEMAKER	"CHINESE,ENGLISH"	CHINESE	00862181	FRIENDS	Separate Room
2509	00862138	M	3X	MALAY	N-LEVEL	OPERATIONS	"MALAY,ENGLISH"	MALAY	00862278	FRIENDS	Separate Room
2509	00862278	M	3X	MALAY	A-LEVEL	TECHNICIAN	"MALAY,ENGLISH"	MALAY	00862138	FRIENDS	Separate Room
2511	00862225	F	2X	MALAY	A-LEVEL	STUDENT	"MALAY,ENGLISH"	ENGLISH	00862330	FRIENDS	Separate Room
2511	00862330	F	2X	MALAY	A-LEVEL	STUDENT	"MALAY,ENGLISH"	ENGLISH	00862225	FRIENDS	Separate Room
2512	00862279	M	2X	MALAY	DIPLOMA	STUDENT	"MALAY,ENGLISH"	MALAY	00862372	FRIENDS	Separate Room
2512	00862372	M	2X	INDIAN	N-LEVEL	UNEMPLOYED	"MALAY,ENGLISH"	ENGLISH	00862279	FRIENDS	Separate Room
2513	00862139	F	4X	CHINESE	DIPLOMA	FREELANCE	"CHINESE,ENGLISH"	CHINESE	00862182	FRIENDS	Separate Room
2513	00862182	F	4X	CHINESE	BACHELOR	EXECUTIVE	"CHINESE,ENGLISH"	CHINESE	00862139	FRIENDS	Separate Room
2514	00862073	M	2X	CHINESE	BACHELOR	ANALYST	"CHINESE,ENGLISH"	ENGLISH	00862226	FRIENDS	Separate Room
2514	00862226	F	2X	CHINESE	BACHELOR	MARKETING	"CHINESE,ENGLISH"	ENGLISH	00862073	FRIENDS	Separate Room
2515	00862029	M	2X	CHINESE	BACHELOR	FINANCE	"CHINESE,ENGLISH"	ENGLISH	00862183	FRIENDS	Separate Room
2515	00862183	F	4X	CHINESE	O-LEVEL	FREELANCE	"CHINESE,ENGLISH"	CHINESE	00862029	FRIENDS	Separate Room
2517	00862141	F	2X	CHINESE	O-LEVEL	N/A	"CHINESE,ENGLISH"	ENGLISH	N/A	FRIENDS	Separate Room
2518	00862030	F	2X	CHINESE	BACHELOR	ACCOUNTANT	"CHINESE,ENGLISH"	ENGLISH	N/A	FRIENDS	Separate Room
2519	00862227	F	1X	CHINESE	O-LEVEL	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862331	FRIENDS	Separate Room
2519	00862331	F	1X	CHINESE	O-LEVEL	STUDENT	"CHINESE,ENGLISH"	CHINESE	00862227	FRIENDS	Separate Room
2520	00862185	M	2X	CHINESE	BACHELOR	ACCOUNTANT	"CHINESE,ENGLISH"	ENGLISH	N/A	FRIENDS	Separate Room
2521	00862031	M	1X	MALAY	O-LEVEL	STUDENT	"MALAY,ENGLISH"	MALAY	00862075	FRIENDS	Separate Room
2521	00862075	F	1X	MALAY	DIPLOMA	STUDENT	"MALAY,ENGLISH"	MALAY	00862031	FRIENDS	Separate Room
2522	00862228	F	1X	CHINESE	DIPLOMA	STUDENT	"CHINESE,ENGLISH"	CHINESE	00862332	FRIENDS	Separate Room
2522	00862332	F	1X	CHINESE	O-LEVEL	STUDENT	"CHINESE,ENGLISH"	CHINESE	00862228	FRIENDS	Separate Room
2523	00862076	M	3X	CHINESE	BACHELOR	UNEMPLOYED	"CHINESE,ENGLISH"	ENGLISH	00862280	FRIENDS	Separate Room
2523	00862280	M	3X	CHINESE	BACHELOR	ANALYST	"CHINESE,ENGLISH"	ENGLISH	00862076	FRIENDS	Separate Room
2524	00862032	F	5X	CHINESE	A-LEVEL	ADMINISTRATION	"MALAY,ENGLISH"	ENGLISH	00862186	FRIENDS	Separate Room
2524	00862186	F	4X	CHINESE	A-LEVEL	HOMEMAKER	"CHINESE,ENGLISH"	ENGLISH	00862032	FRIENDS	Separate Room
2525	00862142	F	1X	CHINESE	O-LEVEL	EDUCATOR	"CHINESE,ENGLISH"	ENGLISH	00862229	FRIENDS	Separate Room
2525	00862229	M	2X	CHINESE	DIPLOMA	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862142	FRIENDS	Separate Room
2528	00862033	F	2X	CHINESE	DIPLOMA	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862187	FRIENDS	Separate Room
2528	00862187	F	1X	CHINESE	O-LEVEL	STUDENT	"CHINESE,ENGLISH"	CHINESE	00862033	FRIENDS	Separate Room
2529	00862281	F	5X	CHINESE	O-LEVEL	UNEMPLOYED	"CHINESE,ENGLISH"	ENGLISH	00862333	FRIENDS	Separate Room
2529	00862333	F	5X	CHINESE	DIPLOMA	UNEMPLOYED	ENGLISH	CHINESE	00862281	FRIENDS	Separate Room
2530	00862078	M	3X	CHINESE	BACHELOR	ENGINEER 	"CHINESE,ENGLISH"	ENGLISH	00862376	FRIENDS	Separate Room
2530	00862376	F	2X	CHINESE	BACHELOR	UNEMPLOYED	"CHINESE,ENGLISH"	ENGLISH	00862078	FRIENDS	Separate Room
2531	00862144	M	2X	CHINESE	BACHELOR	DESIGNER	"CHINESE,ENGLISH"	CHINESE	N/A	FRIENDS	Separate Room
2532	00862034	M	5X	INDIAN	A-LEVEL	N/A	"ENGLISH,TAMIL"	TAMIL	00862188	FRIENDS	Separate Room
2532	00862188	M	6X	INDIAN	A-LEVEL	RETIRED	"MALAY,ENGLISH,TAMIL"	TAMIL	00862034	FRIENDS	Separate Room
2534	00862145	M	2X	MALAY	PLSE	N/A	"MALAY,ENGLISH"	ENGLISH	00862282	FRIENDS	Separate Room
2534	00862282	M	2X	MALAY	N-LEVEL	N/A	"MALAY,ENGLISH"	ENGLISH	00862145	FRIENDS	Separate Room
2535	00862189	M	2X	MALAY	N-LEVEL	UNEMPLOYED	"MALAY,ENGLISH"	ENGLISH	00862232	FRIENDS	Separate Room
2535	00862232	M	3X	CHINESE	BACHELOR	SALES	"CHINESE,ENGLISH"	CHINESE	00862189	FRIENDS	Separate Room
2536	00862036	F	1X	CHINESE	O-LEVEL	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862378	FRIENDS	Separate Room
2536	00862378	M	2X	CHINESE	A-LEVEL	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862036	FRIENDS	Separate Room
2537	00862146	F	2X	CHINESE	POSTGRADUATE	EDUCATOR	"CHINESE,ENGLISH"	ENGLISH	00862283	FRIENDS	Separate Room
2537	00862283	F	1X	CHINESE	A-LEVEL	STUDENT	"CHINESE,ENGLISH"	"MALAY,ENGLISH"	00862146	FRIENDS	Separate Room
2538	00862190	M	2X	MALAY	A-LEVEL	UNEMPLOYED	"MALAY,ENGLISH"	MALAY	00862379	FRIENDS	Separate Room
2538	00862379	M	1X	MALAY	PLSE	UNEMPLOYED	"MALAY,ENGLISH"	MALAY	00862190	FRIENDS	Separate Room
2539	00862147	M	2X	MALAY	N-LEVEL	UNEMPLOYED	"MALAY,ENGLISH"	MALAY	00862233	FRIENDS	Separate Room
2539	00862233	M	2X	MALAY	N-LEVEL	N/A	"MALAY,ENGLISH"	MALAY	00862147	FRIENDS	Separate Room
2540	00862038	F	1X	MALAY	N-LEVEL	UNEMPLOYED	"MALAY,ENGLISH"	MALAY	00862080	FRIENDS	Separate Room
2540	00862080	F	2X	MALAY	A-LEVEL	UNEMPLOYED	"MALAY,ENGLISH"	MALAY	00862038	FRIENDS	Separate Room
2541	00862082	M	1X	MALAY	DIPLOMA	N/A	"MALAY,ENGLISH"	MALAY	00862191	FRIENDS	Separate Room
2541	00862191	M	2X	OTHERS	DIPLOMA	F&B	"MALAY,ENGLISH"	MALAY	00862082	FRIENDS	Separate Room
2542	00862083	M	2X	CHINESE	BACHELOR	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862334	FRIENDS	Separate Room
2542	00862334	M	2X	INDIAN	DIPLOMA	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862083	FRIENDS	Separate Room
2543	00862234	F	1X	INDIAN	DIPLOMA	N/A	"ENGLISH, TAMIL"	ENGLISH	N/A	FRIENDS	Separate Room
2544	00862039	M	5X	CHINESE	DIPLOMA	RETIRED	"ENGLISH,MALAY"	ENGLISH	N/A	FRIENDS	Separate Room
2545	00862084	F	4X	MALAY	N-LEVEL	HOMEMAKER	ENGLISH	ENGLISH	00862335	FRIENDS	Separate Room
2545	00862335	F	2X	INDIAN	DIPLOMA	HOMEMAKER	"MALAY,ENGLISH"	ENGLISH	00862084	FRIENDS	Separate Room
2546	00862285	F	3X	MALAY	BACHELOR	STUDENT	"MALAY,ENGLISH"	ENGLISH	00862426	FRIENDS	Separate Room
2546	00862426	M	3X	CHINESE	BACHELOR	STUDENT	ENGLISH	ENGLISH	00862285	FRIENDS	Separate Room
2547	00862040	F	2X	INDIAN	DIPLOMA	UNEMPLOYED	"MALAY,ENGLISH"	ENGLISH	00862192	FRIENDS	Separate Room
2547	00862192	F	2X	CHINESE	POSTGRADUATE	N/A	ENGLISH	ENGLISH	00862040	FRIENDS	Separate Room
2548	00862336	F	1X	MALAY	N-LEVEL	STUDENT	ENGLISH	ENGLISH	00862427	FRIENDS	Separate Room
2548	00862427	F	4X	CHINESE	BACHELOR	HOMEMAKER	"CHINESE,ENGLISH"	ENGLISH	00862336	FRIENDS	Separate Room
2549	00862041	F	2X	CHINESE	DIPLOMA	PART-TIMER	"CHINESE,ENGLISH"	ENGLISH	00862193	FRIENDS	Separate Room
2549	00862193	F	2X	CHINESE	BACHELOR	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862041	FRIENDS	Separate Room
2550	00862286	F	2X	CHINESE	DIPLOMA	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862428	FRIENDS	Separate Room
2550	00862428	M	3X	CHINESE	BACHELOR	TECHNICIAN	"CHINESE,ENGLISH"	ENGLISH	00862286	FRIENDS	Separate Room
2551	00862085	M	2X	CHINESE	BACHELOR	ENGINEER	"CHINESE,ENGLISH"	ENGLISH	00862337	FRIENDS	Separate Room
2551	00862337	F	2X	CHINESE	DIPLOMA	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862085	FRIENDS	Separate Room
2552	00862042	M	2X	MALAY	DIPLOMA	UNEMPLOYED	"MALAY,ENGLISH"	ENGLISH	00862194	FRIENDS	Separate Room
2552	00862194	F	5X	CHINESE	BACHELOR	MANAGEMENT	"CHINESE,ENGLISH"	ENGLISH	00862042	FRIENDS	Separate Room
2553	00862287	M	3X	CHINESE	BACHELOR	ACCOUNTANT	"CHINESE,ENGLISH"	ENGLISH	00862429	FRIENDS	Separate Room
2553	00862429	F	3X	CHINESE	BACHELOR	ACCOUNTANT 	"CHINESE,ENGLISH"	ENGLISH	00862287	FRIENDS	Separate Room
2554	00862043	F	5X	CHINESE	BACHELOR	N/A	"CHINESE,ENGLISH"	ENGLISH	00862195	FRIENDS	Separate Room
2554	00862195	M	1X	CHINESE	A-LEVEL	MILITARY	"CHINESE,ENGLISH"	ENGLISH	00862043	FRIENDS	Separate Room
2555	00862044	M	3X	INDIAN	O-LEVEL	OPERATIONS	"ENGLISH,MALAY,TAMIL"	ENGLISH	00862196	FRIENDS	Separate Room
2555	00862196	M	3X	INDIAN	O-LEVEL	OPERATIONS	"ENGLISH,MALAY,TAMIL"	ENGLISH	00862044	FRIENDS	Separate Room
2557	00862086	F	4X	MALAY	BACHELOR	HOMEMAKER	"MALAY,ENGLISH"	ENGLISH	00862380	FRIENDS	Separate Room
2557	00862380	F	4X	MALAY	DIPLOMA	EDITORIAL	"MALAY,ENGLISH"	ENGLISH	00862086	FRIENDS	Separate Room
2558	00862480	M	2X	CHINESE	O-LEVEL	STUDENT	"CHINESE,ENGLISH"	ENGLISH	N/A	FRIENDS	Separate Room
2559	00862288	M	1X	INDIAN	DIPLOMA	N/A	"TAMIL,ENGLISH"	ENGLISH	00862430	FRIENDS	Separate Room
2559	00862430	M	1X	INDIAN	DIPLOMA	N/A	"TAMIL,ENGLISH"	ENGLISH	00862288	FRIENDS	Separate Room
2560	00862046	F	1X	CHINESE	N-LEVEL	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862338	FRIENDS	Separate Room
2560	00862338	F	1X	CHINESE	BACHELOR	STUDENT	"CHINESE,ENGLISH"	ENGLISH	00862046	FRIENDS	Separate Room
2562	00862236	M	1X	MALAY	DIPLOMA	N/A	"CHINESE,ENGLISH"	MALAY	00862481	FRIENDS	Separate Room
2562	00862481	M	1X	CHINESE	BACHELOR	N/A	"MALAY,ENGLISH"	ENGLISH	00862236	FRIENDS	Separate Room
2563	00862289	M	1X	CHINESE	DIPLOMA	STUDENT	"CHINESE,ENGLISH"	CHINESE	00862431	FRIENDS	Separate Room
